"T","kappa","Y","Lambda"
"167",284.75,0.075,1,0.0341089496641975
"168",285,0.075,1,0.0322120837934069
"169",285.25,0.075,1,0.030394373271968
"170",285.5,0.075,1,0.0286540806900669
"171",285.75,0.075,1,0.0269894253392508
"172",286,0.075,1,0.0253985874972942
"173",286.25,0.075,1,0.0238797127538373
"174",286.5,0.075,1,0.0224309163607089
"175",286.75,0.075,1,0.021050287591637
"176",287,0.075,1,0.0197358940888064
"177",287.25,0.075,1,0.0184857861993175
"178",287.5,0.075,1,0.0172980012540325
"179",287.75,0.075,1,0.0161705678053123
"180",288,0.075,1,0.0151015097898228
"181",288.25,0.075,1,0.0140888506086744
"182",288.5,0.075,1,0.0131306171106106
"183",288.75,0.075,1,0.0122248434656535
"184",289,0.075,1,0.011369574917452
"185",289.25,0.075,1,0.0105628714033362
"186",289.5,0.075,1,0.00980281103208735
"187",289.75,0.075,1,0.00908749341006971
"188",290,0.075,1,0
"189",290.25,0.075,1,0
"190",290.5,0.075,1,0
"191",290.75,0.075,1,0
"192",291,0.075,1,0
"193",291.25,0.075,1,0
"194",291.5,0.075,1,0
"195",291.75,0.075,1,0
"196",292,0.075,1,0
"197",280,0.1,1,0.0870359185625247
"198",280.25,0.1,1,0.0833908384976989
"199",280.5,0.1,1,0.0798447901926991
"200",280.75,0.1,1,0.0763975180425896
"201",281,0.1,1,0.0730486669778898
"202",281.25,0.1,1,0.0697977836637273
"203",281.5,0.1,1,0.0666443179246165
"204",281.75,0.1,1,0.063587624392516
"205",282,0.1,1,0.0606269643750395
"206",282.25,0.1,1,0.0577615079399296
"207",282.5,0.1,1,0.0549903362111494
"208",282.75,0.1,1,0.0523124438711945
"209",283,0.1,1,0.0497267418634877
"210",283.25,0.1,1,0.0472320602879843
"211",283.5,0.1,1,0.0448271514823189
"212",283.75,0.1,1,0.0425106932801333
"213",284,0.1,1,0.0402812924373421
"214",284.25,0.1,1,0.0381374882163054
"215",284.5,0.1,1,0.0360777561169837
"216",284.75,0.1,1,0.0341005117432203
"217",285,0.1,1,0.0322041147913369
"218",285.25,0.1,1,0.0303868731472285
"219",285.5,0.1,1,0.0286470470771577
"220",285.75,0.1,1,0.0269828534964819
"221",286,0.1,1,0.0253924702996712
"222",286.25,0.1,1,0.023874040734222
"223",286.5,0.1,1,0.0224256778005034
"224",286.75,0.1,1,0.0210454686592385
"225",287,0.1,1,0.019731479028255
"226",287.25,0.1,1,0.0184817575503841
"227",287.5,0.1,1,0.0172943401148898
"228",287.75,0.1,1,0.0161672541156398
"229",288,0.1,1,0.015098522630252
"230",288.25,0.1,1,0.0140861685056652
"231",288.5,0.1,1,0.0131282183368969
"232",288.75,0.1,1,0.0122227063270882
"233",289,0.1,1,0.0113676780182344
"234",289.25,0.1,1,0.0105611938832043
"235",289.5,0.1,1,0.00980133277121889
"236",289.75,0.1,1,0.00908619519586434
"237",290,0.1,1,0.00841390646956818
"238",290.25,0.1,1,0.00778261966097506
"239",290.5,0.1,1,0.00719051838742333
"240",290.75,0.1,1,0.00663581942709524
"241",291,0.1,1,0.00611677515001493
"242",291.25,0.1,1,0.0056316757635633
"243",291.5,0.1,1,0.00517885136932527
"244",291.75,0.1,1,0
"245",292,0.1,1,0
"246",280,0.125,1,0.0870166165913313
"247",280.25,0.125,1,0.0833716813930887
"248",280.5,0.125,1,0.0798257980843021
"249",280.75,0.125,1,0.0763787123292114
"250",281,0.125,1,0.0730300703348451
"251",281.25,0.125,1,0.0697794200293585
"252",281.5,0.125,1,0.0666262124616099
"253",281.75,0.125,1,0.0635698034195989
"254",282,0.125,1,0.0606094552644493
"255",282.25,0.125,1,0.0577443389762576
"256",282.5,0.125,1,0.0549735364075675
"257",282.75,0.125,1,0.052296042739817
"258",283,0.125,1,0.0497107691377496
"259",283.25,0.125,1,0.0472165455964057
"260",283.5,0.125,1,0.0448121239750661
"261",283.75,0.125,1,0.0424961812120592
"262",284,0.125,1,0.0402673227140064
"263",284.25,0.125,1,0.0381240859123635
"264",284.5,0.125,1,0.0360649439794191
"265",284.75,0.125,1,0.0340883096947443
"266",285,0.125,1,0.0321925394517997
"267",285.25,0.125,1,0.0303759373925537
"268",285.5,0.125,1,0.0286367596562003
"269",285.75,0.125,1,0.0269732187256627
"270",286,0.125,1,0.0253834878533954
"271",286.25,0.125,1,0.023865705545762
"272",286.5,0.125,1,0.022417980083348
"273",286.75,0.125,1,0.0210383940531376
"274",287,0.125,1,0.0197250088677312
"275",287.25,0.125,1,0.0184758692468379
"276",287.5,0.125,1,0.0172890076372121
"277",287.75,0.125,1,0.0161624485489678
"278",288,0.125,1,0.015094212788686
"279",288.25,0.125,1,0.0140823215726994
"280",288.5,0.125,1,0.0131248005071465
"281",288.75,0.125,1,0.012219683424545
"282",289,0.125,1,0.0113650160694954
"283",289.25,0.125,1,0.0105588596284729
"284",289.5,0.125,1,0.00979929410042493
"285",289.75,0.125,1,0.00908442150598251
"286",290,0.125,1,0.00841236893361438
"287",290.25,0.125,1,0.00778129142107779
"288",290.5,0.125,1,0.00718937467025715
"289",290.75,0.125,1,0.00663483759302668
"290",291,0.125,1,0.00611593468532778
"291",291.25,0.125,1,0.00563095822631214
"292",291.5,0.125,1,0.00517824029925813
"293",291.75,0.125,1,0.0047561546310637
"294",292,0.125,1,0.00436311824746563
"295",280,0.15,1,0.337303666218489
"296",280.25,0.15,1,0.333277873677649
"297",280.5,0.15,1,0.329233247379094
"298",280.75,0.15,1,0.325170305969337
"299",281,0.15,1,0.321089397792429
"300",281.25,0.15,1,0.31699060153029
"301",281.5,0.15,1,0.312873593311353
"302",281.75,0.15,1,0.308737469338376
"303",282,0.15,1,0.304580508811343
"304",282.25,0.15,1,0.300399855710703
"305",282.5,0.15,1,0.296191088927514
"306",282.75,0.15,1,0.291947636902678
"307",283,0.15,1,0.287659973360415
"308",283.25,0.15,1,0.0471938837220963
"309",283.5,0.15,1,0.0447899711803927
"310",283.75,0.15,1,0.0424745985076224
"311",284,0.15,1,0.0402463712238673
"312",284.25,0.15,1,0.0381038258399474
"313",284.5,0.15,1,0.0360454334577206
"314",284.75,0.15,1,0.0340696035510903
"315",285,0.15,1,0.0321746879280217
"316",285.25,0.15,1,0.0303589848712119
"317",285.5,0.15,1,0.0286207434509359
"318",285.75,0.15,1,0.026958167998051
"319",286,0.15,1,0.0253694227184469
"320",286.25,0.15,1,0.0238526364228991
"321",286.5,0.15,1,0.0224059073390223
"322",286.75,0.15,1,0.0210273079657036
"323",287,0.15,1,0.0197148899258824
"324",287.25,0.15,1,0.018466688771582
"325",287.5,0.15,1,0.0172807286961451
"326",287.75,0.15,1,0.016155027112748
"327",288,0.15,1,0.0150875990651049
"328",288.25,0.15,1,0.0140764614450623
"329",288.5,0.15,1,0.0131196370014906
"330",288.75,0.15,1,0.0122151581343917
"331",289,0.15,1,0.0113610704764028
"332",289.25,0.15,1,0.0105554362701431
"333",289.5,0.15,1,0.00979633755368207
"334",289.75,0.15,1,0.00908187916779824
"335",290,0.15,1,0.00841019159793266
"336",290.25,0.15,1,0.00777943366137404
"337",290.5,0.15,1,0.00718779504687097
"338",290.75,0.15,1,0.00663349871019675
"339",291,0.15,1,0.00611480312572422
"340",291.25,0.15,1,0.00563000439116818
"341",291.5,0.15,1,0.00517743818060232
"342",291.75,0.15,1,0.00475548153961461
"343",292,0.15,1,0.00436255451612378
"344",280,0.175,1,0.336131780213023
"345",280.25,0.175,1,0.331948192136936
"346",280.5,0.175,1,0.32775291071007
"347",280.75,0.175,1,0.323549245229912
"348",281,0.175,1,0.31934075148831
"349",281.25,0.175,1,0.315131216725683
"350",281.5,0.175,1,0.310924635515844
"351",281.75,0.175,1,0.306725174229533
"352",282,0.175,1,0.302537121371614
"353",282.25,0.175,1,0.298364820725801
"354",282.5,0.175,1,0.294212583899965
"355",282.75,0.175,1,0.290084578452738
"356",283,0.175,1,0.28598468722144
"357",283.25,0.175,1,0.28191633351555
"358",283.5,0.175,1,0.277882264996401
"359",283.75,0.175,1,0.273884285593821
"360",284,0.175,1,0.269922918116045
"361",284.25,0.175,1,0.265996967687879
"362",284.5,0.175,1,0.262102933096181
"363",284.75,0.175,1,0.25823417123084
"364",285,0.175,1,0.254379644528962
"365",285.25,0.175,1,0.250521947357286
"366",285.5,0.175,1,0.246634071606012
"367",285.75,0.175,1,0.242673964686805
"368",286,0.175,1,0.2385752523129
"369",286.25,0.175,1,0.234231428611954
"370",286.5,0.175,1,0.0223854124980932
"371",286.75,0.175,1,0.0210084993135901
"372",287,0.175,1,0.0196977578855226
"373",287.25,0.175,1,0.0184512011852163
"374",287.5,0.175,1,0.0172668325867035
"375",287.75,0.175,1,0.0161426512336229
"376",288,0.175,1,0.0150766570525567
"377",288.25,0.175,1,0.0140668553499225
"378",288.5,0.175,1,0.0131112609637823
"379",288.75,0.175,1,0.0122079019758379
"380",289,0.175,1,0.0113548230178323
"381",289.25,0.175,1,0.0105500882272084
"382",289.5,0.175,1,0.0097917839175817
"383",289.75,0.175,1,0.00907802103057219
"384",290,0.175,1,0.00840693742850242
"385",290.25,0.175,1,0.00777670007498847
"386",290.5,0.175,1,0.00718550713535005
"387",290.75,0.175,1,0.00663159001358696
"388",291,0.175,1,0.00611321532930121
"389",291.25,0.175,1,0.00562868682751895
"390",291.5,0.175,1,0.00517634720729551
"391",291.75,0.175,1,0.00475457985112794
"392",292,0.175,1,0.00436181043606231
"393",280,0.2,1,0.428388093036811
"394",280.25,0.2,1,0.423153145868108
"395",280.5,0.2,1,0.417910664735084
"396",280.75,0.2,1,0.412666944271223
"397",281,0.2,1,0.407428915794804
"398",281.25,0.2,1,0.402204142045701
"399",281.5,0.2,1,0.397000784619199
"400",281.75,0.2,1,0.391827535975242
"401",282,0.2,1,0.386693507352544
"402",282.25,0.2,1,0.381608063904573
"403",282.5,0.2,1,0.376580599156328
"404",282.75,0.2,1,0.371620242766745
"405",283,0.2,1,0.366735498889997
"406",283.25,0.2,1,0.36193381747159
"407",283.5,0.2,1,0.357221107798272
"408",283.75,0.2,1,0.352601212555497
"409",284,0.2,1,0.348075371190808
"410",284.25,0.2,1,0.343641712664242
"411",284.5,0.2,1,0.339294828094685
"412",284.75,0.2,1,0.335025480927843
"413",285,0.2,1,0.330820512698033
"414",285.25,0.2,1,0.326662992103683
"415",285.5,0.2,1,0.239805051087482
"416",285.75,0.2,1,0.23651650988585
"417",286,0.2,1,0.233299995356674
"418",286.25,0.2,1,0.230137617821754
"419",286.5,0.2,1,0.227006493379542
"420",286.75,0.2,1,0.223876907303969
"421",287,0.2,1,0.220707909684725
"422",287.25,0.2,1,0.217437141303469
"423",287.5,0.2,1,0.21395825589518
"424",287.75,0.2,1,0.210072973350885
"425",288,0.2,1,0.0150567483085615
"426",288.25,0.2,1,0.0140495813570277
"427",288.5,0.2,1,0.0130963994180867
"428",288.75,0.2,1,0.0121952178529789
"429",289,0.2,1,0.0113440779025679
"430",289.25,0.2,1,0.0105410482974062
"431",289.5,0.2,1,0.009784226283212
"432",289.75,0.2,1,0.00907173834974216
"433",290,0.2,1,0.0084017408678269
"434",290.25,0.2,1,0.00777242081008582
"435",290.5,0.2,1,0.0071819966552701
"436",290.75,0.2,1,0.00662871951282849
"437",291,0.2,1,0.006110874463059
"438",291.25,0.2,1,0.00562678207244131
"439",291.5,0.2,1,0.00517480002560002
"440",291.75,0.2,1,0.00475332480859512
"441",292,0.2,1,0.00436079338012891
"442",280,0.225,1,0.506354465039794
"443",280.25,0.225,1,0.501068433474645
"444",280.5,0.225,1,0.49578952186531
"445",280.75,0.225,1,0.490526609298071
"446",281,0.225,1,0.485289663851225
"447",281.25,0.225,1,0.480089700745334
"448",281.5,0.225,1,0.474938655717376
"449",281.75,0.225,1,0.469849149607574
"450",282,0.225,1,0.464834112659766
"451",282.25,0.225,1,0.459906241095743
"452",282.5,0.225,1,0.455077259305209
"453",282.75,0.225,1,0.450356968855183
"454",283,0.225,1,0.445752078483045
"455",283.25,0.225,1,0.441264829415696
"456",283.5,0.225,1,0.391936951708404
"457",283.75,0.225,1,0.387422225434971
"458",284,0.225,1,0.383102989442979
"459",284.25,0.225,1,0.378974667668154
"460",284.5,0.225,1,0.375023160833775
"461",284.75,0.225,1,0.371223624384068
"462",285,0.225,1,0.367539815220285
"463",285.25,0.225,1,0.363924277958497
"464",285.5,0.225,1,0.360319631048834
"465",285.75,0.225,1,0.3043463952214
"466",286,0.225,1,0.301537487031791
"467",286.25,0.225,1,0.298777330940426
"468",286.5,0.225,1,0.296002408946798
"469",286.75,0.225,1,0.293149326886224
"470",287,0.225,1,0.290159285232557
"471",287.25,0.225,1,0.209044526187192
"472",287.5,0.225,1,0.206926549952602
"473",287.75,0.225,1,0.204748399190512
"474",288,0.225,1,0.202461120212091
"475",288.25,0.225,1,0.200005193978174
"476",288.5,0.225,1,0.197284895417193
"477",288.75,0.225,1,0.194097153446929
"478",289,0.225,1,0.18995539968976
"479",289.25,0.225,1,0.010524143839318
"480",289.5,0.225,1,0.00977042803541551
"481",289.75,0.225,1,0.00906054938335694
"482",290,0.225,1,0.00839271892551273
"483",290.25,0.225,1,0.00776518069722922
"484",290.5,0.225,1,0.00717620903331302
"485",290.75,0.225,1,0.00662410723535524
"486",291,0.225,1,0.00610720743387808
"487",291.25,0.225,1,0.00562387142835227
"488",291.5,0.225,1,0.00517249222069626
"489",291.75,0.225,1,0.00475149599074471
"490",292,0.225,1,0.00435934428636643
"491",280,0.25,1,0.560294471508443
"492",280.25,0.25,1,0.555298328940231
"493",280.5,0.25,1,0.550307183831289
"494",280.75,0.25,1,0.545337106855149
"495",281,0.25,1,0.540407137126981
