"T","Kappa","Y","alpha","eps1","eps2","rho1","rho2","lam"
"345",289,0.4,1,0.4,0.64,0.54,0.009,0.87,0.38971342643863
"346",289,0.45,1,0.4,0.64,0.54,0.009,0.87,0.405997754486204
"347",289,0.5,1,0.4,0.64,0.54,0.009,0.87,0.498640582163002
"348",289,0.55,1,0.4,0.64,0.54,0.009,0.87,0.548880871873927
"349",289,0.6,1,0.4,0.64,0.54,0.009,0.87,0.823438875267809
"350",289,0.65,1,0.4,0.64,0.54,0.009,0.87,1.08733547265186
"351",289,0.7,1,0.4,0.64,0.54,0.009,0.87,1.10494705405145
"352",289,0.75,1,0.4,0.64,0.54,0.009,0.87,1.11476747995996
"353",289,0.8,1,0.4,0.64,0.54,0.009,0.87,1.10186686547912
"354",289,0.85,1,0.4,0.64,0.54,0.009,0.87,1.07531274612045
"355",289,0.9,1,0.4,0.64,0.54,0.009,0.87,1.02155617302062
"356",289,0.95,1,0.4,0.64,0.54,0.009,0.87,0.954592706928956
"357",289,1,1,0.4,0.64,0.54,0.009,0.87,0.622683095297343
"358",289.5,0,1,0.4,0.64,0.54,0.009,0.87,0
"359",289.5,0.05,1,0.4,0.64,0.54,0.009,0.87,0
"360",289.5,0.1,1,0.4,0.64,0.54,0.009,0.87,0
"361",289.5,0.15,1,0.4,0.64,0.54,0.009,0.87,0
"362",289.5,0.2,1,0.4,0.64,0.54,0.009,0.87,0.00978368946941232
"363",289.5,0.25,1,0.4,0.64,0.54,0.009,0.87,0.00972250880815255
"364",289.5,0.3,1,0.4,0.64,0.54,0.009,0.87,0.186970639398979
"365",289.5,0.35,1,0.4,0.64,0.54,0.009,0.87,0.21805308629365
"366",289.5,0.4,1,0.4,0.64,0.54,0.009,0.87,0.332678898530193
"367",289.5,0.45,1,0.4,0.64,0.54,0.009,0.87,0.387748114683311
"368",289.5,0.5,1,0.4,0.64,0.54,0.009,0.87,0.451285746317995
"369",289.5,0.55,1,0.4,0.64,0.54,0.009,0.87,0.471706243498718
"370",289.5,0.6,1,0.4,0.64,0.54,0.009,0.87,0.585688625222776
"371",289.5,0.65,1,0.4,0.64,0.54,0.009,0.87,1.04108819731947
"372",289.5,0.7,1,0.4,0.64,0.54,0.009,0.87,1.07218910240175
"373",289.5,0.75,1,0.4,0.64,0.54,0.009,0.87,1.07963784952604
"374",289.5,0.8,1,0.4,0.64,0.54,0.009,0.87,1.07213309784188
"375",289.5,0.85,1,0.4,0.64,0.54,0.009,0.87,1.0449694881754
"376",289.5,0.9,1,0.4,0.64,0.54,0.009,0.87,0.989168672110999
"377",289.5,0.95,1,0.4,0.64,0.54,0.009,0.87,0.90928350216619
"378",289.5,1,1,0.4,0.64,0.54,0.009,0.87,0.428807236873144
"379",290,0,1,0.4,0.64,0.54,0.009,0.87,0
"380",290,0.05,1,0.4,0.64,0.54,0.009,0.87,0
"381",290,0.1,1,0.4,0.64,0.54,0.009,0.87,0
"382",290,0.15,1,0.4,0.64,0.54,0.009,0.87,0
"383",290,0.2,1,0.4,0.64,0.54,0.009,0.87,0.00840181850624114
"384",290,0.25,1,0.4,0.64,0.54,0.009,0.87,0.0083652150147428
"385",290,0.3,1,0.4,0.64,0.54,0.009,0.87,0.187759073217508
"386",290,0.35,1,0.4,0.64,0.54,0.009,0.87,0.23818823578765
"387",290,0.4,1,0.4,0.64,0.54,0.009,0.87,0.250608240502998
"388",290,0.45,1,0.4,0.64,0.54,0.009,0.87,0.360701220516348
"389",290,0.5,1,0.4,0.64,0.54,0.009,0.87,0.387289260618105
"390",290,0.55,1,0.4,0.64,0.54,0.009,0.87,0.444073192762698
"391",290,0.6,1,0.4,0.64,0.54,0.009,0.87,0.470691944706279
"392",290,0.65,1,0.4,0.64,0.54,0.009,0.87,0.816343521922785
"393",290,0.7,1,0.4,0.64,0.54,0.009,0.87,1.025272578663
"394",290,0.75,1,0.4,0.64,0.54,0.009,0.87,1.03828007594539
"395",290,0.8,1,0.4,0.64,0.54,0.009,0.87,1.02431428820297
"396",290,0.85,1,0.4,0.64,0.54,0.009,0.87,1.00689781288156
"397",290,0.9,1,0.4,0.64,0.54,0.009,0.87,0.947010547841869
"398",290,0.95,1,0.4,0.64,0.54,0.009,0.87,0.85876302476229
"399",290,1,1,0.4,0.64,0.54,0.009,0.87,0.441921082909025
