"T","kappa","Y","Lambda"
"1",283.5,0.59,1,0.926741198704767
"2",283.75,0.59,1,0.925053124857277
"3",284,0.59,1,0.923658935055483
"4",284.25,0.59,1,0.922581919615967
"5",284.5,0.59,1,0.921807043364018
"6",284.75,0.59,1,0.921336947301239
"7",285,0.59,1,0.92111782048401
"8",285.25,0.59,1,0.92114174371788
"9",285.5,0.59,1,0.921346794373692
"10",285.75,0.59,1,0.921722137124765
"11",286,0.59,1,0.922120108227946
"12",286.25,0.59,1,0.922520238626885
"13",286.5,0.59,1,0.922800823261921
"14",286.75,0.59,1,0.922838536226114
"15",287,0.59,1,0.922569553620769
"16",287.25,0.59,1,0.921996727447702
"17",287.5,0.59,1,0.920939441258959
"18",287.75,0.59,1,0.919313980722665
"19",288,0.59,1,0.917078555007857
"20",288.25,0.59,1,0.914064402506914
"21",288.5,0.59,1,0.910275775750062
"22",288.75,0.59,1,0.905643008978272
"23",289,0.59,1,0.900046021658683
"24",289.25,0.59,1,0.893484330396459
"25",289.5,0.59,1,0.885843223869621
"26",289.75,0.59,1,0.87718256185797
"27",290,0.59,1,0.867333443257334
"28",290.25,0.59,1,0.856319981901844
"29",290.5,0.59,1,0.844159502811276
"30",290.75,0.59,1,0.830829353630952
"31",291,0.59,1,0.816449633414922
"32",291.25,0.59,1,0.800903805651693
"33",291.5,0.59,1,0.784229529302169
"34",291.75,0.59,1,0.766484515805616
"35",292,0.59,1,0.747851321362036
"36",292.25,0.59,1,0.728257299383475
"37",292.5,0.59,1,0.707803162336593
"38",292.75,0.59,1,0.686608005508375
"39",293,0.59,1,0.664812658930415
"40",293.25,0.59,1,0.642398765277281
"41",293.5,0.59,1,0.619653417783883
"42",293.75,0.59,1,0.596502725977833
"43",294,0.59,1,0.573200360118243
"44",294.25,0.59,1,0.549845748480569
"45",294.5,0.59,1,0.526521685469339
"46",283.5,0.6,1,0.930464120042583
"47",283.75,0.6,1,0.929222362272613
"48",284,0.6,1,0.928314896406509
"49",284.25,0.6,1,0.927750005803798
"50",284.5,0.6,1,0.927501786205855
"51",284.75,0.6,1,0.927559363662234
"52",285,0.6,1,0.927900196763269
"53",285.25,0.6,1,0.928498808700068
"54",285.5,0.6,1,0.929269548660635
"55",285.75,0.6,1,0.930143022269149
"56",286,0.6,1,0.931066673043674
"57",286.25,0.6,1,0.931880904693285
"58",286.5,0.6,1,0.932596252647393
"59",286.75,0.6,1,0.933098952627799
"60",287,0.6,1,0.93326915183949
"61",287.25,0.6,1,0.9330376709256
"62",287.5,0.6,1,0.932247174286157
"63",287.75,0.6,1,0.930869674231924
"64",288,0.6,1,0.928884297654637
"65",288.25,0.6,1,0.926117147674636
"66",288.5,0.6,1,0.922557140588734
"67",288.75,0.6,1,0.918012704015131
"68",289,0.6,1,0.912565623053619
"69",289.25,0.6,1,0.906159700785119
"70",289.5,0.6,1,0.898755264767158
"71",289.75,0.6,1,0.890012931768405
"72",290,0.6,1,0.880304392867641
"73",290.25,0.6,1,0.8693874896905
"74",290.5,0.6,1,0.857338542196035
"75",290.75,0.6,1,0.844000077173183
"76",291,0.6,1,0.82937616825065
"77",291.25,0.6,1,0.813628933073588
"78",291.5,0.6,1,0.796916443561987
"79",291.75,0.6,1,0.779180858830526
"80",292,0.6,1,0.760219011515085
"81",292.25,0.6,1,0.740340156571053
"82",292.5,0.6,1,0.71971357407479
"83",292.75,0.6,1,0.698173588472084
"84",293,0.6,1,0.676103336976393
"85",293.25,0.6,1,0.653376667540163
"86",293.5,0.6,1,0.630145688192944
"87",293.75,0.6,1,0.606599995987754
"88",294,0.6,1,0.582844470071351
"89",294.25,0.6,1,0.558947575654937
"90",294.5,0.6,1,0.535090445301896
"91",283.5,0.61,1,0.934380374949348
"92",283.75,0.61,1,0.933617507064061
"93",284,0.61,1,0.933202120653859
"94",284.25,0.61,1,0.933147542721138
"95",284.5,0.61,1,0.9334327479283
