"T","kappa","Y","0","1","162.606060606061","324.212121212121","485.818181818182","647.424242424242","809.030303030303","970.636363636364","1132.24242424242","1293.84848484848","1455.45454545455","1617.06060606061","1778.66666666667","1940.27272727273","2101.87878787879","2263.48484848485","2425.09090909091","2586.69696969697","2748.30303030303","2909.90909090909","3071.51515151515","3233.12121212121","3394.72727272727","3556.33333333333","3717.93939393939","3879.54545454545","4041.15151515152","4202.75757575758","4364.36363636364","4525.9696969697","4687.57575757576","4849.18181818182","5010.78787878788","5172.39393939394","5334","5495.60606060606","5657.21212121212","5818.81818181818","5980.42424242424","6142.0303030303","6303.63636363636","6465.24242424242","6626.84848484848","6788.45454545455","6950.06060606061","7111.66666666667","7273.27272727273","7434.87878787879","7596.48484848485","7758.09090909091","7919.69696969697","8081.30303030303","8242.90909090909","8404.51515151515","8566.12121212121","8727.72727272727","8889.33333333333","9050.93939393939","9212.54545454545","9374.15151515151","9535.75757575758","9697.36363636364","9858.9696969697","10020.5757575758","10182.1818181818","10343.7878787879","10505.3939393939","10667","10828.6060606061","10990.2121212121","11151.8181818182","11313.4242424242","11475.0303030303","11636.6363636364","11798.2424242424","11959.8484848485","12121.4545454545","12283.0606060606","12444.6666666667","12606.2727272727","12767.8787878788","12929.4848484848","13091.0909090909","13252.696969697","13414.303030303","13575.9090909091","13737.5151515152","13899.1212121212","14060.7272727273","14222.3333333333","14383.9393939394","14545.5454545455","14707.1515151515","14868.7575757576","15030.3636363636","15191.9696969697","15353.5757575758","15515.1818181818","15676.7878787879","15838.3939393939","16000"
"1",280,0.1,1,0,0.00618623186351239,1.10600263337013e-06,2.55555004309798e-07,1.04794613245382e-07,5.48353945338608e-08,3.28958444356357e-08,2.15477034769707e-08,1.50092438396651e-08,1.09413726685547e-08,8.26063838322366e-09,6.41305901008092e-09,5.09312352402907e-09,4.12195265576681e-09,3.3895901030343e-09,2.82566321255354e-09,2.38357384168778e-09,2.03155502708864e-09,1.74739801041107e-09,1.51523054793753e-09,1.32348650139148e-09,1.16359084190216e-09,1.02908716334447e-09,9.15046176020538e-10,8.17656847847551e-10,7.33938805120239e-10,6.61536789336953e-10,5.98571613677491e-10,5.43530644158956e-10,4.95186335615915e-10,4.52534949550383e-10,4.14749970919962e-10,3.8114635388546e-10,3.51152830833616e-10,3.24290285193179e-10,3.00154726829428e-10,2.78403791350684e-10,2.58745959503947e-10,2.4093189231726e-10,2.2474742381849e-10,2.10007861237192e-10,1.96553323187111e-10,1.84244906905033e-10,1.72961521503497e-10,1.62597259195981e-10,1.53059203336653e-10,1.4426559289942e-10,1.36144279186731e-10,1.28631423206991e-10,1.21670392111525e-10,1.15210820954492e-10,1.09207812298492e-10,1.03621251189771e-10,9.84152170416139e-11,9.35574772017434e-11,8.90190496012158e-11,8.47738240142457e-11,8.07982331989595e-11,7.70709666156496e-11,7.35727205925363e-11,7.02859797777791e-11,6.71948255188967e-11,6.42847674776504e-11,6.15425953444461e-11,5.89562479812997e-11,5.6514697712444e-11,5.42078478097384e-11,5.20264414968189e-11,4.99619810300118e-11,4.80066556125452e-11,4.61532770673819e-11,4.43952223378226e-11,4.27263820079214e-11,4.11411141399607e-11,3.9634202816542e-11,3.82008208524947e-11,3.68364962087503e-11,3.55370816981186e-11,3.42987276229409e-11,3.31178570279529e-11,3.19911432893771e-11,3.09154897940469e-11,2.98880114909576e-11,2.89060181226058e-11,2.79669989653197e-11,2.70686089269309e-11,2.62086558669341e-11,2.5385089019058e-11,2.45959884091701e-11,2.3839555172913e-11,2.31141026875931e-11,2.24180484418028e-11,2.17499065741878e-11,2.11082810198061e-11,2.04918592087752e-11,1.98994062674529e-11,1.93297596773507e-11,1.87818243513787e-11,1.82545680909637e-11,1.77470173910933e-11,1.72582535634862e-11
"2",280.5,0.1,1,0,0.00618620912248948,1.12196530952343e-06,2.5904126612033e-07,1.06143602229748e-07,5.55038196747601e-08,3.32768281208151e-08,2.17854582128904e-08,1.51673708922384e-08,1.10516304317462e-08,8.34037647479574e-09,6.47242545721878e-09,5.13838184375654e-09,4.15714052896151e-09,3.41740551533662e-09,2.8479642014172e-09,2.40167335015737e-09,2.04640165685087e-09,1.75969053204763e-09,1.52549254741095e-09,1.33211627510211e-09,1.17089549501688e-09,1.03530637754346e-09,9.20369072623621e-10,8.22234144923212e-10,7.37891709862248e-10,6.64963588906351e-10,6.01552619580037e-10,5.46131942857522e-10,4.97462662851843e-10,4.54531914045244e-10,4.16505789888598e-10,3.826932186336e-10,3.52517989491558e-10,3.25496907302455e-10,3.01222598347832e-10,2.79349876841271e-10,2.59584859570704e-10,2.41676217873618e-10,2.2540810391439e-10,2.10594397493777e-10,1.97074001085974e-10,1.84706972028231e-10,1.73371327158583e-10,1.62960390567924e-10,1.53380582297363e-10,1.44549566809986e-10,1.36394696397944e-10,1.28851697463085e-10,1.21863557661844e-10,1.15379579856424e-10,1.09354575135663e-10,1.03748172219409e-10,9.85242246139976e-11,9.36503001549654e-11,8.90972402199432e-11,8.48387780468496e-11,8.0851207349497e-11,7.71130938625941e-11,7.36050236324673e-11,7.03093828474201e-11,6.72101648114171e-11,6.42928003376565e-11,6.15440083996126e-11,5.89516643462329e-11,5.65046833814409e-11,5.41929173390592e-11,5.20070630634356e-11,4.9938580942145e-11,4.79796223373614e-11,4.6122964832695e-11,4.43619543573266e-11,4.26904533731903e-11,4.11027944170237e-11,3.95937383801548e-11,3.81584369871754e-11,3.67923990021246e-11,3.54914597490732e-11,3.42517535844141e-11,3.30696890018844e-11,3.19419260893055e-11,3.08653560890814e-11,2.98370828432925e-11,2.88544059293897e-11,2.79148053144944e-11,2.70159273756015e-11,2.61555721499062e-11,2.53316816943553e-11,2.45423294466283e-11,2.37857104912983e-11,2.30601326451323e-11,2.23640082845043e-11,2.16958468458876e-11,2.1054247937475e-11,2.04378950062665e-11,1.98455495105589e-11,1.92760455527484e-11,1.87282849317981e-11,1.82012325786837e-11,1.76939123416696e-11,1.72054030914346e-11
"3",281,0.1,1,0,0.0061861872904429,1.13729736486495e-06,2.62387327628546e-07,1.07437406224479e-07,5.6144489073096e-08,3.36417831654347e-08,2.20130931209208e-08,1.53186966364019e-08,1.11571005691444e-08,8.41662192096048e-09,6.52917061912048e-09,5.18162687838739e-09,4.19075218512462e-09,3.44396682198539e-09,2.86925354120236e-09,2.41894704994667e-09,2.06056718420181e-09,1.77141619444274e-09,1.53527898755444e-09,1.34034424995169e-09,1.17785852158003e-09,1.04123348379847e-09,9.254409362049e-10,8.26594725849754e-10,7.4165675784922e-10,6.68226947717558e-10,6.04390955687441e-10,5.48608331827988e-10,4.9962933736984e-10,4.56432389569247e-10,4.18176523387308e-10,3.84164913573732e-10,3.53816630362398e-10,3.26644585586062e-10,3.02238176386788e-10,2.80249524765155e-10,2.60382492115958e-10,2.42383851735745e-10,2.26036151622358e-10,2.11151910280011e-10,1.97568870545748e-10,1.85146098305655e-10,1.73760759807462e-10,1.63305447000239e-10,1.53685947765617e-10,1.44819379109175e-10,1.36632617871348e-10,1.29060976417597e-10,1.22047080916233e-10,1.15539917838805e-10,1.0949402069879e-10,1.03868774141658e-10,9.86278165906288e-11,9.37385259508561e-11,8.91715755455771e-11,8.49005496293206e-11,8.09016095958994e-11,7.7153203451543e-11,7.36358123182126e-11,7.03317287182719e-11,6.72248622083977e-11,6.43005686092826e-11,6.15454996434205e-11,5.89474702663325e-11,5.64953413733359e-11,5.4178915897655e-11,5.19888465971244e-11,4.99165540647664e-11,4.7954153700333e-11,4.60943905514893e-11,4.43305810794916e-11,4.26565610291051e-11,4.10666386894154e-11,3.9555552923929e-11,3.81184354272486e-11,3.67507767335943e-11,3.54483955611482e-11,3.42074111269958e-11,3.30242181114788e-11,3.18954639890201e-11,3.08180284757693e-11,2.97890048734347e-11,2.88056831140048e-11,2.78655343322285e-11,2.6966196812148e-11,2.6105463171021e-11,2.52812686589555e-11,2.44916804657682e-11,2.37348879382139e-11,2.30091936209988e-11,2.23130050440763e-11,2.16448271867617e-11,2.10032555563392e-11,2.03869698251627e-11,1.97947279758817e-11,1.92253609094393e-11,1.86777674749496e-11,1.81509098845578e-11,1.76438094799394e-11,1.71555428202881e-11
"4",281.5,0.1,1,0,0.0061861669224428,1.15160770937113e-06,2.6550825949892e-07,1.08643346725946e-07,5.67412921080983e-08,3.39815685538168e-08,2.22249271536814e-08,1.54594569289748e-08,1.12551675845859e-08,8.48748933475396e-09,6.58189505287574e-09,5.22179480384633e-09,4.22196274590434e-09,3.4686236412235e-09,2.88901105989255e-09,2.43497375074369e-09,2.0737068844277e-09,1.7822901852048e-09,1.54435258876975e-09,1.34797127943734e-09,1.18431167368097e-09,1.04672549652593e-09,9.30139603830356e-10,8.30633718115717e-10,7.45143531028187e-10,6.71248606166266e-10,6.0701864768843e-10,5.50900583042523e-10,5.01634604669224e-10,4.58191036189052e-10,4.19722359998341e-10,3.85526410526852e-10,3.55017878558149e-10,3.27706063533881e-10,3.03177366640999e-10,2.81081412423818e-10,2.61119970325255e-10,2.43038053381549e-10,2.26616722068008e-10,2.11667232740364e-10,1.98026253196603e-10,1.85551930316237e-10,1.7412064200691e-10,1.63624301740947e-10,1.53968111648167e-10,1.45068681527151e-10,1.36852447775362e-10,1.29254339253504e-10,1.22216647337314e-10,1.15688065506555e-10,1.0962287025689e-10,1.03980220261357e-10,9.87235548341387e-11,9.38200760755249e-11,8.92403017700437e-11,8.49576782992921e-11,8.09482446181574e-11,7.71903398075725e-11,7.36643479212829e-11,7.03524748381164e-11,6.72385526544418e-11,6.43078678355007e-11,6.15470099144633e-11,5.89437380047775e-11,5.6486862791164e-11,5.41661420008651e-11,5.19721876403081e-11,4.98963835221722e-11,4.7930811811151e-11,4.60681874895522e-11,4.43017997911149e-11,4.26254597772335e-11,4.10334533374433e-11,3.95204989884214e-11,3.80817099252072e-11,3.67125598468062e-11,3.54088521374558e-11,3.41666920359803e-11,3.29824614700004e-11,3.18527962702734e-11,3.07745655139496e-11,2.97448527747421e-11,2.87609390835102e-11,2.78202874250743e-11,2.69205286166245e-11,2.6059448430242e-11,2.52349758371366e-11,2.44451722644705e-11,2.36882217673534e-11,2.296242202892e-11,2.22661761105452e-11,2.15979848823407e-11,2.0956440071253e-11,2.03402178704539e-11,1.97480730593775e-11,1.91788335887987e-11,1.86313955898435e-11,1.81047187698315e-11,1.75978221614322e-11,1.71097801948243e-11
"5",282,0.1,1,0,0.00618614867532578,1.16443315305822e-06,2.68303610100841e-07,1.09722823356585e-07,5.72752207425021e-08,3.42854103993762e-08,2.24142706242736e-08,1.5585223024417e-08,1.13427565351382e-08,8.55076369444432e-09,6.62895571349806e-09,5.25763737445557e-09,4.24980488514382e-09,3.49061368526976e-09,2.90662739126953e-09,2.44926027601134e-09,2.0854172981269e-09,1.79197930855892e-09,1.55243587648934e-09,1.35476457268081e-09,1.19005835238244e-09,1.05161539546132e-09,9.34322426549231e-10,8.34228702555054e-10,7.48246516000861e-10,6.73937266384075e-10,6.09356419181757e-10,5.5293963946954e-10,5.03418137221699e-10,4.59755016655769e-10,4.21096916177569e-10,3.86736908021856e-10,3.56085778140442e-10,3.2864960548942e-10,3.04012120668624e-10,2.8182072227375e-10,2.61775315448509e-10,2.43619344715318e-10,2.2713254522161e-10,2.12125048927048e-10,1.98432566032302e-10,1.85912424899715e-10,1.74440301377411e-10,1.63907504784533e-10,1.54218715722342e-10,1.45290092442776e-10,1.37047679276088e-10,1.29426063736399e-10,1.22367239241441e-10,1.15819638541822e-10,1.0973730944029e-10,1.04079209561449e-10,9.88086010893953e-11,9.38925297416942e-11,8.93013749611407e-11,8.50084605122668e-11,8.09897164697609e-11,7.72233850609206e-11,7.36897640372128e-11,7.03709822510507e-11,6.7250802942885e-11,6.43144509324546e-11,6.1548460482153e-11,5.8940541080439e-11,5.64794587957363e-11,5.41549311897556e-11,5.19575340646555e-11,4.98786185598437e-11,4.79102373188784e-11,4.60450786208953e-11,4.42764075191812e-11,4.25980131561278e-11,4.10041615321482e-11,3.94895530991243e-11,3.80492846288971e-11,3.66788148761968e-11,3.53739336148895e-11,3.41307336778767e-11,3.29455856755919e-11,3.18151151067788e-11,3.0736181608946e-11,2.97058601252779e-11,2.87214237904307e-11,2.77803283600962e-11,2.6880198028866e-11,2.60188124981889e-11,2.51940951713806e-11,2.44041023659913e-11,2.36470134456103e-11,2.29211217835761e-11,2.2224826480252e-11,2.15566247636585e-11,2.09151050104747e-11,2.02989403308169e-11,1.97068826659051e-11,1.91377573527895e-11,1.8590458114831e-11,1.80639424406579e-11,1.75572273179253e-11,1.70693852914211e-11
"6",282.5,0.1,1,0,0.00618613330376951,1.17524120795922e-06,2.70658002432532e-07,1.10631539042617e-07,5.77244784887073e-08,3.45409627020833e-08,2.25734623507877e-08,1.5690925805144e-08,1.14163496186852e-08,8.60391213127693e-09,6.66847458403239e-09,5.28772839678911e-09,4.27317378444862e-09,3.50906661902367e-09,2.92140702374558e-09,2.46124390253179e-09,2.09523820484072e-09,1.80010359757121e-09,1.55921250949392e-09,1.3604587971963e-09,1.19487452948534e-09,1.05571290084488e-09,9.37826924898944e-10,8.37240270401153e-10,7.50845579537551e-10,6.76188999796072e-10,6.11314042273335e-10,5.54646917674857e-10,5.04911296433094e-10,4.610642238012e-10,4.22247434128691e-10,3.87750003857521e-10,3.56979442901717e-10,3.2943912862622e-10,3.04710551581627e-10,2.8243924347116e-10,2.62323546024856e-10,2.44105588535787e-10,2.27563994951957e-10,2.12507954596659e-10,1.98772374949584e-10,1.86213898305495e-10,1.74707612114751e-10,1.64144319402637e-10,1.54428263759076e-10,1.45475225100811e-10,1.37210919288931e-10,1.29569647887592e-10,1.22493154734182e-10,1.15929654202697e-10,1.0983300256852e-10,1.04161989095539e-10,9.88797276495639e-11,9.39531330137746e-11,8.93524688116268e-11,8.50509561616687e-11,8.1024433999767e-11,7.72510634880811e-11,7.3711070150274e-11,7.03865183794004e-11,6.72611137987391e-11,6.43200296485918e-11,6.15497539494687e-11,5.89379546748127e-11,5.64733605711793e-11,5.41456556042089e-11,5.19453852957706e-11,4.98638734603947e-11,4.78931480548788e-11,4.60258750298658e-11,4.42552992211848e-11,4.25751914460359e-11,4.09798010780202e-11,3.94638134684955e-11,3.80223116620895e-11,3.66507419234563e-11,3.53448826521335e-11,3.41008163140878e-11,3.29149040633659e-11,3.17837627662027e-11,3.0704244173816e-11,2.96734160196466e-11,2.86885448425792e-11,2.77470803602373e-11,2.68466412361939e-11,2.5985002102283e-11,2.5160081712429e-11,2.43699321178277e-11,2.3612728765135e-11,2.28867614297611e-11,2.21904259055968e-11,2.15222163806741e-11,2.08807184355062e-11,2.02646026072889e-11,1.96726184688622e-11,1.91035891764217e-11,1.85564064445074e-11,1.8030025910846e-11,1.75234628572384e-11,1.70357882559209e-11
"7",283,0.1,1,0,0.00618612164570307,1.18344050714796e-06,2.72443350223845e-07,1.11320335064063e-07,5.80648843050623e-08,3.47345325582428e-08,2.26940073966327e-08,1.57709456978607e-08,1.14720477886416e-08,8.64412776677318e-09,6.69837081342933e-09,5.31048787411425e-09,4.29084564538468e-09,3.52301850005844e-09,2.93257973085667e-09,2.47030152444748e-09,2.10266005201998e-09,1.80624239558955e-09,1.56433230141203e-09,1.36476025715605e-09,1.19851224811372e-09,1.05880742436996e-09,9.4047329035918e-10,8.39514154364059e-10,7.52807792363539e-10,6.77888814346313e-10,6.12791689352822e-10,5.55935477706304e-10,5.06038148208216e-10,4.62052164577338e-10,4.23115553269726e-10,3.88514369838024e-10,3.57653647677804e-10,3.3003472206898e-10,3.05237390495803e-10,2.82905773753899e-10,2.62737032119776e-10,2.44472301065259e-10,2.27889364955811e-10,2.12796700949599e-10,1.99028610115759e-10,1.86441216504047e-10,1.74909163132342e-10,1.64322870637791e-10,1.54586252573921e-10,1.45614803155239e-10,1.37333990215444e-10,1.29677899413257e-10,1.22588086154908e-10,1.1601259995352e-10,1.09905152503302e-10,1.0422440598399e-10,9.89333623136594e-11,9.39988374555503e-11,8.93910076268823e-11,8.50830164868235e-11,8.10506342000749e-11,7.72719607630556e-11,7.37271672052866e-11,7.03982692899773e-11,6.7268929175326e-11,6.43242811938087e-11,6.15507784866328e-11,5.89360577153292e-11,5.64688194789485e-11,5.41387224071728e-11,5.19362891879122e-11,4.98528230316804e-11,4.78803332816785e-11,4.60114690541281e-11,4.42394599429992e-11,4.25580629510742e-11,4.09615149186465e-11,3.94444898149978e-11,3.80020603384705e-11,3.66296633404627e-11,3.53230686486897e-11,3.40783509169719e-11,3.28918641738168e-11,3.17602187811374e-11,3.06802605484596e-11,2.96490517776037e-11,2.86638540387019e-11,2.77221125010489e-11,2.68214416621083e-11,2.59596123353937e-11,2.51345397732427e-11,2.43442728139519e-11,2.35869839546165e-11,2.28609602614869e-11,2.21645950389238e-11,2.14963801862279e-11,2.08548991788952e-11,2.02388206173042e-11,1.96468922915759e-11,1.9077935716458e-11,1.85308410946367e-11,1.80045626709388e-11,1.74981144435179e-11,1.70105662013628e-11
"8",283.5,0.1,1,0,0.00618611459390733,1.18840108936868e-06,2.73523170522365e-07,1.11736815512986e-07,5.82706581455191e-08,3.48515181328191e-08,2.2766844934052e-08,1.58192875429049e-08,1.15056905951564e-08,8.66841498973297e-09,6.71642324653582e-09,5.32422899425221e-09,4.30151372543937e-09,3.53143989539637e-09,2.9393228347636e-09,2.47576750802221e-09,2.10713843412815e-09,1.80994621319451e-09,1.56742101471062e-09,1.36735504583642e-09,1.20070645559353e-09,1.06067383155174e-09,9.42069272023872e-10,8.40885393540716e-10,7.53990995070934e-10,6.78913720147217e-10,6.136825785116e-10,5.5671231361687e-10,5.06717452274156e-10,4.62647692579769e-10,4.23638822881037e-10,3.88975075417325e-10,3.58059988928662e-10,3.30393666308452e-10,3.05554883346299e-10,2.831869094642e-10,2.62986192064037e-10,2.44693266992141e-10,2.28085412077314e-10,2.12970674838194e-10,1.99182990524595e-10,1.86578170569885e-10,1.75030589915036e-10,1.6443043855682e-10,1.54681430995016e-10,1.45698889138285e-10,1.37408131243568e-10,1.29743112770957e-10,1.22645275501622e-10,1.16062569541493e-10,1.09948619409979e-10,1.04262010665466e-10,9.89656777339033e-11,9.40263770038194e-11,8.94142320010621e-11,8.51023396918844e-11,8.10664287872785e-11,7.72845624160189e-11,7.37368787627747e-11,7.0405364281771e-11,6.72736549361752e-11,6.43268616109908e-11,6.15514164286413e-11,5.89349371824694e-11,5.64661075109166e-11,5.41345707778574e-11,5.19308359135349e-11,4.98461937148982e-11,4.78726423112652e-11,4.60028206772884e-11,4.42299492251748e-11,4.25477766361996e-11,4.09505322011883e-11,3.94328830336985e-11,3.79898956005005e-11,3.66170010836296e-11,3.53099641484353e-11,3.406485474409e-11,3.28780226081291e-11,3.17460741857586e-11,3.06658517087527e-11,2.9634414208459e-11,2.86490202633699e-11,2.77071123043946e-11,2.68063023208426e-11,2.5944358827559e-11,2.51191949689841e-11,2.43288576493904e-11,2.3571517590448e-11,2.2845460227762e-11,2.21490773673123e-11,2.14808595309388e-11,2.08393889273047e-11,2.02233329912368e-11,1.96314384400905e-11,1.90625258009086e-11,1.85154843666974e-11,1.7989267544221e-11,1.74828885593437e-11,1.69954164892067e-11
"9",284,0.1,1,0,0.00618611305151341,1.18948618006894e-06,2.73759341578081e-07,1.11827893364778e-07,5.83156524602613e-08,3.48770954322305e-08,2.27827683800021e-08,1.58298549428638e-08,1.15130442511516e-08,8.67372331688952e-09,6.72036860509106e-09,5.32723192743468e-09,4.30384495072729e-09,3.5332800653626e-09,2.94079620175475e-09,2.47696176496324e-09,2.10811686471817e-09,1.81075538148505e-09,1.56809577285207e-09,1.36792187817267e-09,1.20118576191756e-09,1.06108151719407e-09,9.42417875034255e-10,8.41184896618189e-10,7.54249418964493e-10,6.79137563118167e-10,6.13877145754513e-10,5.56881966953735e-10,5.06865801366467e-10,4.62777742749939e-10,4.2375309039821e-10,3.89075678146623e-10,3.5814871815398e-10,3.30472044045556e-10,3.05624208383686e-10,2.83248294581072e-10,2.63040594293868e-10,2.44741512368264e-10,2.28128215972868e-10,2.13008658767773e-10,1.99216696088318e-10,1.8660807107744e-10,1.75057100116656e-10,1.64453922822223e-10,1.54702210214141e-10,1.45717246564775e-10,1.37424317460175e-10,1.29757349922803e-10,1.22657760916718e-10,1.16073478836575e-10,1.09958109162579e-10,1.04270220719176e-10,9.89727331925018e-11,9.40323899606575e-11,8.94193030425527e-11,8.51065592076822e-11,8.1069878114604e-11,7.72873148413059e-11,7.37390004002764e-11,7.04069148458035e-11,6.72746884211999e-11,6.43274268916663e-11,6.15515577902256e-11,5.89346947904799e-11,5.64655178277119e-11,5.41336669327446e-11,5.19296480321097e-11,4.98447492125552e-11,4.78709661551684e-11,4.60009356205247e-11,4.42278760163352e-11,4.25455342072198e-11,4.0948137835924e-11,3.94303525194022e-11,3.79872433641003e-11,3.66142403144819e-11,3.53071069090196e-11,3.40619120699431e-11,3.28750045981619e-11,3.17429900839675e-11,3.06627099782193e-11,2.96312225984351e-11,2.86457858701494e-11,2.77038416266014e-11,2.68030013096909e-11,2.59410329325846e-11,2.51158491796888e-11,2.43254965331975e-11,2.35681453273229e-11,2.28420806418155e-11,2.21456939556713e-11,2.1477475490141e-11,2.08360071774451e-11,2.0219956198075e-11,1.96280690353028e-11,1.90591660006532e-11,1.8512136188644e-11,1.7985932823182e-11,1.74795689616292e-11,1.69921135258153e-11
